ano,periodo,Centro,Faculdade / Escola,curso,nivel,QTD-matriculados
1986,1,,,Medicina (Endocrinologia),Mestrado,20
1986,1,,,Medicina (Radiologia),Doutorado,10
1986,1,,,Medicina (Radiologia),Mestrado,46
1986,1,,,Medicina - Cirurgia Geral ,Doutorado,25
1986,1,,,Medicina - Cirurgia Geral ,Mestrado,72
1986,1,,,Medicina - Dermatologia,Doutorado,14
1986,1,,,Medicina - Dermatologia ,Mestrado,27
1986,1,,,Medicina - Gastroenterologia,Mestrado,41
1986,1,,,Medicina Fisica e Reabilitacao   ,Mestrado,11
1986,1,,,Medicina-Ortopedia e Traumatologia ,Doutorado,5
1986,1,,,Medicina-Ortopedia e Traumatologia ,Mestrado,33
2018,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,187
1986,1,,,Música,Mestrado,47
2019,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,16
2019,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,190
2019,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,181
2020,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,1
2020,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social - Radialismo,Graduação,10
1971,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1971,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,12
1971,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,27
1971,3,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,10
1972,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,7
1972,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,21
1972,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,38
1973,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,7
1973,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,31
1973,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,60
1974,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,9
1974,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,71
1974,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,47
1986,1,,,Nefrologia         ,Mestrado,22
1986,1,,,Neurologia,Doutorado,9
1986,1,,,Neurologia                       (Mestrado),Mestrado,31
1975,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,20
1986,1,,,Nutrição,Mestrado,17
1986,1,,,Nutrologia                       ,Mestrado,16
1986,1,,,Nutrologia                       (Doutorado),Doutorado,5
1986,1,,,Odontologia ,Doutorado,11
1975,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,65
1986,1,,,Odontologia (Odontopediatria),Mestrado,30
1986,1,,,Odontologia (Ortodontia),Mestrado,33
1986,1,,,Odontologia (Periodontia),Mestrado,19
1986,1,,,Oftalmologia,Mestrado,30
1986,1,,,Otorrinolaringologia         ,Mestrado,24
1986,1,,,Patologia Bucal               ,Mestrado,8
1975,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,63
1976,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,19
1976,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,72
1976,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,139
1986,1,,,Pediatria                        (Mestrado),Mestrado,71
1977,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,15
1986,1,,,Planejamento Urbano e Regional,Mestrado,63
1986,1,,,Planejamento Urbano e Regional  (Mestrado),Mestrado,110
1986,1,,,Psicologia,Doutorado,4
1986,1,,,Psicologia,Mestrado,64
1986,1,,,"Psiquiatria,Psicanálise e Saúde Mental",Doutorado,12
1986,1,,,"Psiquiatria,Psicanálise e Saúde Mental",Mestrado,41
1977,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,68
1986,1,,,Química de Produtos Naturais,Mestrado,22
1986,1,,,Química Orgânica ,Doutorado,22
1986,1,,,Química Orgânica    ,Mestrado,45
1986,1,,,Reumatologia                   ,Mestrado,13
1977,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,155
1986,1,,,Serviço Social,Mestrado,56
1986,1,,,Sociologia e Antropologia,Mestrado,68
1986,1,,,Tecnologia de Processos Químic e Bioquímicos,Mestrado,52
1986,1,,,Tisiologia e Pneumologia,Mestrado,29
1978,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,27
1986,2,,,Administracao ,Mestrado,245
1986,2,,,Administração,Doutorado,2
1986,2,,,Administração,Mestrado,90
1986,2,,,Administracao (Doutorado),Doutorado,1
1986,2,,,Anatomia Humana                  (Mestrado),Mestrado,20
1986,2,,,Anestesiologia                ,Mestrado,16
1986,2,,,Angiologia,Mestrado,2
1986,2,,,Antropologia Social,Doutorado,38
1986,2,,,Antropologia Social,Mestrado,53
1978,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,179
1978,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,184
1978,3,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,7
1979,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,14
1986,2,,,Astronomia,Mestrado,5
1979,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,195
1979,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,199
1979,3,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1980,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,10
1980,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,211
1980,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,225
1981,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,22
1981,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,233
1981,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,179
1981,3,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1982,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,26
1982,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,182
1982,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,155
1983,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,35
1983,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,170
1986,2,,,Bioquímica,Doutorado,26
1986,2,,,Bioquímica,Mestrado,20
1986,2,,,Ceramica,Doutorado,1
1986,2,,,Ciênc. Biol.- Farm. e Terap. Exp. ,Mestrado,17
1986,2,,,Ciencia da Informacao  ,Mestrado,53
1986,2,,,Ciência e Tecnologia de Polímeros,Doutorado,9
1986,2,,,Ciência e Tecnologia de Polímeros,Mestrado,36
1986,2,,,Ciências (Microbiologia),Doutorado,86
1986,2,,,Ciências (Microbiologia),Mestrado,64
1983,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,177
1984,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,10
1986,2,,,Ciências Biológicas (Biofísica),Doutorado,69
1986,2,,,Ciências Biológicas (Biofísica),Mestrado,54
1986,2,,,Ciências Biológicas (Botânica),Mestrado,41
1986,2,,,Ciências Biológicas (Genética),Doutorado,10
1986,2,,,Ciências Biológicas (Genética),Mestrado,26
1986,2,,,Ciências Biológicas (Zoologia),Doutorado,1
1986,2,,,Ciências Biológicas (Zoologia),Mestrado,56
1984,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,179
1984,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,177
1985,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,8
1985,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,173
1985,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,105
1985,3,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,2
1986,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,6
1986,2,,,Cir Traum Buc Max Facial       ,Mestrado,12
1986,2,,,Clínica Médica,Mestrado,25
1986,2,,,Clinica Obstetrica             ,Doutorado,6
1986,2,,,Clinica Obstetrica     ,Mestrado,33
1986,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,95
1986,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,87
1986,2,,,Comunicação,Doutorado,35
1986,2,,,Comunicação,Mestrado,248
1987,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,3
1987,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,65
1987,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,45
1988,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,39
1988,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,25
1988,3,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1989,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,17
1989,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,11
1990,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1990,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,3
1990,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,3
1986,2,,,Direito ,Doutorado,85
1991,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,2
1986,2,,,Direito                    ,Mestrado,123
1986,2,,,Economia                       ,Doutorado,1
1986,2,,,Economia                       ,Mestrado,90
1986,2,,,Economia da Indústria e da Tecnologia,Mestrado,71
1986,2,,,Educação,Doutorado,52
1986,2,,,Educação,Mestrado,324
1986,2,,,Educacao Fisica                  (Mestrado),Mestrado,91
1986,2,,,Endodontia          ,Mestrado,9
1986,2,,,Enfermagem,Mestrado,67
1991,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1992,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1992,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,3
1992,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1993,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1995,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1996,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1986,2,,,Engenharia Biomédica,Doutorado,11
1986,2,,,Engenharia Biomédica,Mestrado,42
1986,2,,,Engenharia Civil,Doutorado,133
1997,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1986,2,,,Engenharia Civil,Mestrado,187
1986,2,,,Engenharia de Produção,Doutorado,58
1986,2,,,Engenharia de Produção,Especialização,1
1998,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1986,2,,,Engenharia de Produção,Mestrado,568
1986,2,,,Engenharia de Sistemas e Computação,Doutorado,81
1986,2,,,Engenharia de Sistemas e Computação,Mestrado,182
1986,2,,,Engenharia de Transportes,Doutorado,7
1986,2,,,Engenharia de Transportes,Mestrado,75
1986,2,,,Engenharia Elétrica,Doutorado,54
1998,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1986,2,,,Engenharia Elétrica,Mestrado,186
1999,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,2
1999,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1986,2,,,Engenharia Mecânica,Doutorado,35
1999,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,3
1986,2,,,Engenharia Mecânica,Mestrado,190
2000,0,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,1
1986,2,,,Engenharia Metalúrgica e de Materiais,Doutorado,75
1986,2,,,Engenharia Metalúrgica e de Materiais,Mestrado,325
2000,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,3
1986,2,,,Engenharia Nuclear,Doutorado,34
1986,2,,,Engenharia Nuclear,Mestrado,250
1986,2,,,Engenharia Oceânica,Doutorado,10
1986,2,,,Engenharia Oceânica,Mestrado,136
1986,2,,,Engenharia Química,Doutorado,41
2000,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Comunicação (ECO),Comunicação Social (Básico),Graduação,3
